Age,Attrition,Department,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
45,No,Research & Development,Other,4,Male,2,Research Scientist,4,3697,No,3,10
40,No,Sales,Medical,2,Male,2,Sales Executive,4,7457,Yes,2,4
29,Yes,Research & Development,Other,2,Male,1,Laboratory Technician,1,2119,Yes,2,7
29,No,Research & Development,Other,2,Male,1,Laboratory Technician,4,3983,No,3,3
30,No,Sales,Marketing,4,Female,2,Sales Executive,3,6118,No,3,10
27,No,Sales,Marketing,2,Female,2,Sales Executive,2,6214,No,3,8
37,No,Research & Development,Medical,4,Male,2,Manufacturing Director,4,6347,No,2,6
38,No,Research & Development,Life Sciences,3,Male,3,Research Director,4,11510,Yes,3,11
31,No,Research & Development,Medical,3,Female,3,Manufacturing Director,4,7143,Yes,2,11
29,No,Sales,Marketing,4,Female,2,Sales Executive,2,8268,Yes,3,7
35,No,Research & Development,Technical Degree,3,Male,3,Manufacturing Director,2,8095,No,3,16
23,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,4,2904,No,2,4
41,No,Research & Development,Medical,4,Male,2,Manufacturing Director,2,6032,Yes,3,5
47,No,Sales,Medical,2,Male,2,Sales Representative,3,2976,No,3,0
42,No,Research & Development,Life Sciences,1,Female,4,Research Director,4,15992,No,3,1
29,No,Sales,Life Sciences,4,Male,2,Sales Executive,3,4649,No,2,4
42,No,Human Resources,Technical Degree,3,Male,1,Human Resources,3,2696,Yes,3,3
32,No,Research & Development,Medical,3,Female,1,Laboratory Technician,2,2370,No,3,8
48,No,Sales,Medical,1,Female,3,Manager,3,12504,No,1,0
37,No,Research & Development,Medical,3,Male,2,Research Scientist,1,5974,Yes,3,7
30,No,Sales,Technical Degree,4,Female,2,Sales Executive,3,4736,Yes,4,2
26,No,Sales,Life Sciences,3,Male,2,Sales Executive,3,5296,No,3,8
42,No,Research & Development,Other,1,Male,2,Healthcare Representative,4,6781,No,3,1
21,Yes,Sales,Technical Degree,1,Female,1,Sales Representative,2,2174,Yes,3,3
36,No,Sales,Medical,4,Female,2,Sales Executive,4,6653,No,3,1
36,No,Sales,Medical,1,Male,3,Sales Executive,4,9699,No,3,13
57,No,Research & Development,Medical,4,Male,2,Healthcare Representative,3,6755,No,3,3
40,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,3,2213,Yes,3,7
21,No,Sales,Medical,1,Male,1,Sales Representative,4,2610,No,2,3
33,Yes,Sales,Marketing,4,Female,1,Sales Representative,3,2851,Yes,3,1
37,No,Research & Development,Medical,3,Female,1,Laboratory Technician,1,3452,No,3,5
46,No,Research & Development,Medical,3,Female,2,Manufacturing Director,3,5258,No,4,1
41,Yes,Sales,Marketing,1,Male,2,Sales Executive,2,9355,No,3,8
50,No,Research & Development,Technical Degree,4,Male,3,Healthcare Representative,4,10496,No,3,4
40,Yes,Sales,Marketing,3,Male,2,Sales Executive,3,6380,Yes,3,6
31,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,2,2657,Yes,3,2
21,Yes,Sales,Life Sciences,3,Female,1,Sales Representative,2,2716,No,3,1
29,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,4,2201,No,3,3
35,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,2,6540,No,3,1
27,No,Research & Development,Medical,4,Male,1,Laboratory Technician,2,3816,No,3,5
28,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,5253,No,3,7
49,No,Research & Development,Other,2,Male,3,Healthcare Representative,3,10965,No,3,5
51,No,Sales,Life Sciences,3,Female,2,Sales Executive,4,4936,No,2,7
36,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,3,2543,No,3,2
34,Yes,Sales,Marketing,1,Male,2,Sales Executive,4,5304,Yes,2,5
55,No,Research & Development,Life Sciences,3,Female,4,Manager,4,16659,Yes,3,5
24,No,Sales,Marketing,4,Female,2,Sales Executive,3,4260,Yes,4,5
30,No,Sales,Technical Degree,3,Male,1,Sales Representative,2,2476,No,3,1
26,Yes,Research & Development,Technical Degree,3,Male,1,Research Scientist,1,3102,No,3,6
22,No,Research & Development,Medical,1,Female,1,Research Scientist,2,2244,No,3,2
36,No,Sales,Medical,2,Male,3,Sales Executive,3,7596,No,3,10
30,Yes,Research & Development,Technical Degree,3,Male,1,Research Scientist,4,2285,Yes,3,1
37,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,1,3034,No,2,18
40,No,Sales,Marketing,4,Female,2,Sales Executive,2,5715,No,3,5
42,No,Research & Development,Life Sciences,2,Female,1,Laboratory Technician,1,2576,No,3,5
37,No,Research & Development,Life Sciences,3,Male,2,Manufacturing Director,2,4197,Yes,2,1
43,No,Research & Development,Life Sciences,1,Male,4,Research Director,2,14336,No,3,25
40,No,Research & Development,Medical,2,Female,2,Laboratory Technician,3,3448,No,3,1
54,No,Research & Development,Medical,1,Male,5,Research Director,1,19406,No,2,4
34,No,Sales,Marketing,3,Female,2,Sales Executive,3,6538,No,3,3
31,No,Research & Development,Medical,2,Female,2,Manufacturing Director,1,4306,No,1,13
43,No,Research & Development,Medical,4,Male,1,Laboratory Technician,4,2258,No,3,3
43,No,Research & Development,Other,3,Female,2,Healthcare Representative,3,4522,Yes,3,5
25,No,Sales,Life Sciences,2,Female,2,Sales Executive,4,4487,Yes,3,5
37,No,Research & Development,Medical,2,Female,2,Research Scientist,3,4449,Yes,3,13
31,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,1,2218,No,3,4
39,No,Research & Development,Life Sciences,2,Male,5,Manager,3,19197,Yes,3,21
56,No,Sales,Life Sciences,3,Female,4,Sales Executive,1,13212,No,2,7
30,No,Sales,Technical Degree,2,Female,2,Sales Executive,3,6577,No,3,5
41,No,Sales,Marketing,2,Male,3,Sales Executive,1,8392,No,3,10
28,No,Research & Development,Medical,3,Male,2,Laboratory Technician,1,4558,No,3,10
25,Yes,Research & Development,Medical,1,Male,1,Laboratory Technician,1,4031,No,3,2
52,No,Research & Development,Medical,4,Male,3,Manufacturing Director,3,7969,Yes,3,5
45,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,4,2654,No,2,2
52,No,Research & Development,Life Sciences,4,Female,4,Manager,4,16555,No,1,5
42,No,Research & Development,Life Sciences,1,Female,2,Research Scientist,3,4556,No,3,5
30,No,Research & Development,Life Sciences,3,Female,2,Manufacturing Director,4,6091,No,3,5
60,No,Research & Development,Life Sciences,1,Female,5,Manager,1,19566,No,1,29
46,No,Research & Development,Medical,3,Female,2,Manufacturing Director,3,4810,No,2,10
42,No,Research & Development,Technical Degree,4,Female,2,Healthcare Representative,4,4523,No,4,6
24,Yes,Sales,Technical Degree,1,Female,1,Sales Representative,2,3202,Yes,3,5
34,Yes,Sales,Marketing,4,Female,1,Sales Representative,3,2351,No,2,2
38,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,4,1702,Yes,3,1
40,No,Sales,Life Sciences,3,Female,5,Manager,3,18041,No,3,20
26,No,Research & Development,Life Sciences,1,Female,1,Research Scientist,4,2886,No,1,3
30,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,4,2097,No,1,5
29,No,Research & Development,Medical,2,Male,3,Research Director,3,11935,No,3,10
29,Yes,Research & Development,Technical Degree,3,Female,1,Research Scientist,2,2546,No,4,2
19,Yes,Human Resources,Technical Degree,1,Male,1,Human Resources,4,2564,No,4,1
30,No,Sales,Other,3,Female,3,Sales Executive,1,8412,No,3,9
57,No,Sales,Marketing,1,Male,4,Manager,4,14118,No,2,1
50,No,Research & Development,Life Sciences,2,Male,4,Manager,3,17046,No,3,27
30,No,Research & Development,Medical,3,Female,1,Laboratory Technician,4,2564,No,2,11
60,No,Sales,Marketing,3,Female,3,Sales Executive,1,10266,No,4,18
47,No,Research & Development,Medical,1,Female,2,Manufacturing Director,4,5070,No,3,5
46,No,Research & Development,Life Sciences,1,Male,4,Research Director,3,17861,No,1,3
35,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,3,4230,No,3,5
54,No,Research & Development,Life Sciences,3,Female,2,Laboratory Technician,3,3780,No,3,1
34,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,2768,No,3,7
46,No,Sales,Marketing,3,Female,3,Sales Executive,4,9071,Yes,3,3
31,No,Research & Development,Life Sciences,3,Male,3,Manufacturing Director,2,10648,No,4,13
33,Yes,Research & Development,Medical,2,Male,3,Manager,3,13610,Yes,4,7
33,Yes,Research & Development,Medical,1,Male,1,Laboratory Technician,4,3408,No,3,4
30,No,Sales,Marketing,4,Male,1,Sales Representative,2,2983,No,3,3
35,No,Research & Development,Life Sciences,4,Male,3,Healthcare Representative,3,7632,Yes,3,8
31,Yes,Research & Development,Life Sciences,1,Male,3,Healthcare Representative,3,9824,No,3,1
34,Yes,Human Resources,Human Resources,2,Female,3,Human Resources,1,9950,Yes,3,3
42,No,Research & Development,Other,2,Male,1,Laboratory Technician,3,2093,No,3,2
36,No,Sales,Medical,2,Male,3,Sales Executive,4,9980,No,2,10
22,Yes,Research & Development,Technical Degree,3,Male,1,Laboratory Technician,3,3894,No,3,2
48,No,Sales,Marketing,2,Female,2,Sales Executive,4,4051,No,3,9
55,No,Sales,Life Sciences,1,Female,4,Manager,2,16835,No,3,10
41,No,Sales,Life Sciences,4,Male,2,Sales Executive,4,6230,No,3,14
35,No,Sales,Marketing,2,Male,2,Sales Executive,3,4717,No,3,11
40,No,Research & Development,Life Sciences,2,Female,4,Manufacturing Director,3,13237,No,3,20
39,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,3,3755,No,3,8
31,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,6582,Yes,4,6
42,No,Research & Development,Medical,4,Male,3,Manufacturing Director,1,7406,Yes,2,10
45,No,Sales,Other,4,Male,2,Sales Executive,2,4805,No,4,8
26,Yes,Human Resources,Life Sciences,2,Female,1,Human Resources,3,2741,Yes,2,7
29,No,Research & Development,Technical Degree,4,Male,2,Manufacturing Director,4,4262,No,4,3
33,No,Research & Development,Medical,1,Female,4,Research Director,3,16184,No,3,6
31,No,Sales,Life Sciences,3,Male,3,Manager,4,11557,No,2,5
18,Yes,Sales,Marketing,2,Male,1,Sales Representative,2,1878,Yes,3,0
40,No,Sales,Other,3,Male,3,Sales Executive,1,10932,No,3,1
41,No,Research & Development,Other,1,Female,2,Healthcare Representative,3,6811,Yes,3,8
26,No,Sales,Medical,1,Male,2,Sales Executive,3,4306,No,3,0
35,No,Sales,Medical,1,Female,2,Sales Executive,3,4859,No,3,5
34,No,Sales,Life Sciences,4,Male,2,Sales Executive,4,5337,No,3,10
26,Yes,Research & Development,Technical Degree,3,Male,1,Laboratory Technician,4,2340,Yes,1,1
37,No,Research & Development,Technical Degree,2,Female,3,Manufacturing Director,4,7491,No,4,6
46,No,Research & Development,Medical,1,Female,3,Healthcare Representative,3,10527,No,2,2
41,No,Sales,Life Sciences,2,Female,4,Manager,1,16595,No,3,18
37,No,Sales,Medical,1,Male,3,Sales Executive,2,8834,No,3,9
52,No,Research & Development,Technical Degree,4,Male,2,Research Scientist,1,5577,Yes,3,10
32,Yes,Sales,Other,4,Male,2,Sales Executive,3,4707,No,3,4
24,No,Sales,Medical,4,Male,1,Sales Representative,4,2400,No,3,2
38,No,Research & Development,Medical,3,Female,2,Healthcare Representative,3,9824,No,3,1
37,No,Research & Development,Life Sciences,2,Female,2,Manufacturing Director,2,6447,No,2,6
49,No,Research & Development,Life Sciences,4,Male,5,Research Director,3,19502,Yes,3,31
24,No,Research & Development,Medical,2,Male,1,Research Scientist,4,2725,Yes,3,6
26,No,Sales,Marketing,1,Male,2,Sales Executive,2,6272,No,4,5
24,No,Research & Development,Other,4,Male,1,Laboratory Technician,2,2127,No,3,1
50,No,Human Resources,Medical,1,Male,5,Manager,2,18200,No,3,32
25,No,Sales,Medical,2,Male,1,Sales Representative,3,2096,No,3,7
24,Yes,Research & Development,Life Sciences,1,Female,1,Laboratory Technician,3,2886,Yes,3,6
30,Yes,Sales,Life Sciences,2,Male,1,Sales Representative,1,2033,No,4,1
34,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,3622,Yes,3,6
31,Yes,Sales,Medical,2,Male,2,Sales Executive,1,4233,No,1,3
35,No,Research & Development,Other,1,Male,2,Laboratory Technician,4,3681,No,3,3
31,No,Sales,Medical,1,Male,2,Sales Executive,4,5460,No,4,7
27,No,Research & Development,Medical,1,Female,1,Research Scientist,3,2187,No,2,5
37,No,Sales,Marketing,4,Male,2,Sales Executive,3,9602,Yes,2,3
20,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,2,2836,No,4,1
42,No,Research & Development,Life Sciences,3,Female,2,Healthcare Representative,4,4089,No,3,10
43,No,Research & Development,Other,2,Male,4,Research Director,4,16627,Yes,2,1
38,No,Research & Development,Life Sciences,3,Female,1,Research Scientist,1,2619,No,2,0
43,No,Research & Development,Medical,4,Male,2,Laboratory Technician,3,5679,Yes,3,8
48,No,Research & Development,Life Sciences,4,Female,4,Manager,1,15402,No,1,3
44,No,Human Resources,Life Sciences,1,Female,2,Human Resources,3,5985,No,4,2
34,No,Sales,Technical Degree,3,Female,1,Sales Representative,3,2579,Yes,3,8
27,Yes,Sales,Marketing,3,Male,1,Sales Representative,1,3041,No,3,4
21,No,Sales,Technical Degree,3,Male,1,Sales Representative,3,3447,No,3,3
44,No,Research & Development,Other,4,Male,5,Manager,4,19513,Yes,4,2
22,No,Research & Development,Medical,1,Male,1,Research Scientist,3,2773,No,3,2
33,No,Sales,Marketing,3,Male,2,Sales Executive,3,7104,No,3,5
32,No,Research & Development,Life Sciences,1,Female,2,Research Scientist,4,6322,Yes,2,6
30,No,Research & Development,Medical,3,Female,1,Research Scientist,3,2083,No,3,1
53,No,Sales,Medical,4,Female,2,Sales Executive,1,8381,No,4,14
34,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,2691,No,2,10
45,Yes,Sales,Life Sciences,1,Female,2,Sales Executive,1,4286,No,3,1
26,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,4,2659,Yes,3,3
37,No,Research & Development,Other,3,Male,3,Manufacturing Director,3,9434,No,3,10
29,No,Sales,Medical,2,Female,2,Sales Executive,3,5561,No,2,6
35,No,Research & Development,Life Sciences,2,Male,2,Research Scientist,4,6646,No,3,17
33,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,4,7725,No,1,13
54,No,Human Resources,Medical,3,Male,3,Human Resources,2,10725,No,4,9
36,No,Research & Development,Medical,2,Male,2,Manufacturing Director,2,8847,Yes,3,3
27,No,Research & Development,Medical,1,Male,1,Research Scientist,4,2045,No,3,4
20,Yes,Research & Development,Medical,4,Male,1,Research Scientist,3,1009,Yes,3,1
33,Yes,Research & Development,Life Sciences,1,Male,1,Research Scientist,1,3348,Yes,3,10
35,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,3,1281,No,3,1
23,No,Research & Development,Medical,1,Male,1,Research Scientist,1,2819,No,4,3
25,No,Sales,Life Sciences,4,Male,2,Sales Executive,2,4851,No,3,3
38,No,Sales,Marketing,4,Female,2,Sales Executive,4,4028,No,3,7
29,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,2720,No,3,10
48,No,Sales,Marketing,2,Male,2,Sales Executive,2,8120,No,3,2
27,No,Sales,Medical,4,Female,2,Sales Executive,4,4647,Yes,3,6
37,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,4,4680,No,3,1
50,No,Research & Development,Medical,4,Male,1,Laboratory Technician,3,3221,Yes,3,20
34,No,Research & Development,Medical,4,Female,3,Healthcare Representative,2,8621,No,4,8
24,Yes,Sales,Life Sciences,1,Female,2,Sales Executive,3,4577,No,3,2
39,No,Research & Development,Technical Degree,4,Female,2,Healthcare Representative,3,4553,No,3,20
32,No,Sales,Marketing,4,Male,2,Sales Executive,4,5396,No,2,10
50,Yes,Sales,Technical Degree,2,Male,2,Sales Executive,3,6796,Yes,3,4
38,No,Research & Development,Life Sciences,2,Female,2,Healthcare Representative,4,7625,No,2,9
27,No,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,1,7412,No,3,9
32,No,Research & Development,Life Sciences,3,Female,3,Research Director,4,11159,No,3,7
47,No,Sales,Marketing,4,Male,2,Sales Executive,1,4960,No,3,7
40,No,Sales,Life Sciences,4,Male,3,Sales Executive,1,10475,Yes,3,18
53,No,Research & Development,Life Sciences,3,Male,4,Research Director,3,14814,No,3,5
41,No,Human Resources,Human Resources,2,Male,5,Manager,4,19141,No,2,21
60,No,Sales,Marketing,1,Male,2,Sales Executive,1,5405,No,3,2
27,No,Research & Development,Life Sciences,4,Male,3,Manufacturing Director,1,8793,No,2,9
41,No,Human Resources,Human Resources,4,Male,5,Manager,3,19189,No,3,22
50,No,Sales,Marketing,4,Male,1,Sales Representative,2,3875,No,3,2
28,Yes,Research & Development,Life Sciences,1,Female,1,Research Scientist,2,2216,Yes,3,7
36,No,Research & Development,Life Sciences,1,Female,3,Research Director,1,11713,No,3,8
38,No,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,3,7861,Yes,4,1
44,No,Research & Development,Medical,1,Male,1,Laboratory Technician,3,3708,No,3,5
47,No,Sales,Medical,4,Female,4,Sales Executive,3,13770,Yes,2,22
30,No,Sales,Marketing,3,Male,2,Sales Executive,4,5304,No,2,8
29,No,Sales,Life Sciences,3,Male,1,Sales Representative,3,2642,No,3,1
42,Yes,Research & Development,Medical,3,Male,1,Research Scientist,3,2759,Yes,3,2
43,No,Sales,Life Sciences,4,Male,2,Sales Executive,4,6804,No,3,2
34,No,Research & Development,Medical,2,Female,2,Healthcare Representative,3,6142,No,3,5
23,No,Research & Development,Medical,2,Male,1,Laboratory Technician,1,2500,No,4,4
39,No,Human Resources,Human Resources,3,Female,2,Human Resources,2,6389,No,1,8
56,No,Research & Development,Medical,3,Male,4,Healthcare Representative,4,11103,No,2,10
40,No,Research & Development,Medical,4,Female,1,Research Scientist,4,2342,Yes,2,4
27,No,Research & Development,Medical,4,Female,2,Healthcare Representative,1,6811,No,1,7
29,No,Sales,Marketing,4,Male,1,Sales Representative,2,2297,No,3,2
53,No,Research & Development,Life Sciences,4,Male,2,Laboratory Technician,4,2450,No,3,2
35,No,Research & Development,Life Sciences,4,Female,2,Healthcare Representative,1,5093,No,4,1
32,No,Research & Development,Life Sciences,1,Male,2,Laboratory Technician,4,5309,No,3,10
38,No,Research & Development,Medical,4,Male,1,Research Scientist,3,3057,Yes,1,1
34,No,Research & Development,Life Sciences,2,Female,2,Manufacturing Director,1,5121,No,3,0
52,No,Sales,Marketing,3,Male,4,Manager,1,16856,No,4,34
33,Yes,Research & Development,Other,4,Male,1,Research Scientist,4,2686,Yes,2,10
25,No,Sales,Medical,3,Female,2,Sales Executive,4,6180,No,2,6
45,No,Sales,Technical Degree,2,Male,2,Sales Representative,3,6632,No,3,8
23,No,Research & Development,Medical,1,Male,1,Research Scientist,3,3505,No,3,2
47,Yes,Sales,Life Sciences,2,Female,2,Sales Executive,3,6397,Yes,3,5
34,No,Sales,Other,4,Male,2,Sales Executive,4,6274,No,3,6
55,Yes,Research & Development,Medical,4,Male,5,Manager,1,19859,Yes,3,5
36,No,Sales,Life Sciences,1,Male,3,Sales Executive,1,7587,No,3,10
52,No,Research & Development,Medical,4,Male,1,Research Scientist,4,4258,No,3,4
26,No,Research & Development,Life Sciences,1,Female,1,Laboratory Technician,4,4364,No,3,2
29,No,Research & Development,Medical,2,Female,2,Healthcare Representative,3,4335,No,2,8
26,Yes,Sales,Technical Degree,4,Male,2,Sales Executive,1,5326,No,2,4
34,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,4,3280,No,3,4
54,No,Research & Development,Medical,4,Female,2,Manufacturing Director,1,5485,Yes,3,5
27,No,Sales,Marketing,3,Male,2,Sales Executive,4,4342,No,3,4
37,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,1,2782,Yes,2,5
38,No,Research & Development,Life Sciences,1,Female,2,Manufacturing Director,1,5980,Yes,3,15
34,No,Research & Development,Medical,3,Female,1,Research Scientist,1,4381,No,3,6
35,No,Sales,Life Sciences,1,Female,1,Sales Representative,4,2572,No,2,3
30,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,3,3833,No,3,2
40,No,Research & Development,Medical,3,Female,2,Healthcare Representative,2,4244,No,3,8
34,No,Sales,Life Sciences,3,Female,2,Sales Executive,1,6500,No,3,3
42,No,Research & Development,Life Sciences,2,Male,5,Manager,4,18430,No,2,24
23,Yes,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,1,1601,Yes,3,0
24,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,2,2694,No,3,1
52,No,Research & Development,Life Sciences,4,Female,2,Laboratory Technician,3,3149,No,3,5
50,No,Research & Development,Medical,3,Male,4,Research Director,3,17639,No,3,4
29,Yes,Research & Development,Life Sciences,2,Female,1,Laboratory Technician,1,2319,Yes,3,1
33,No,Research & Development,Medical,3,Male,3,Research Director,3,11691,No,4,13
33,Yes,Sales,Marketing,1,Female,2,Sales Executive,1,5324,No,3,3
47,No,Research & Development,Other,3,Female,4,Manager,4,16752,Yes,2,26
36,No,Research & Development,Other,3,Female,2,Manufacturing Director,2,5228,No,3,9
29,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2700,No,3,10
58,Yes,Research & Development,Life Sciences,4,Male,5,Research Director,2,19246,Yes,3,31
35,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,3,2506,No,3,2
42,No,Research & Development,Life Sciences,4,Female,2,Manufacturing Director,4,6062,Yes,3,4
28,Yes,Research & Development,Medical,3,Male,1,Research Scientist,3,4382,No,2,2
36,No,Human Resources,Human Resources,3,Male,1,Human Resources,2,2143,No,3,5
32,No,Research & Development,Life Sciences,3,Female,2,Manufacturing Director,3,6162,No,3,14
40,No,Research & Development,Medical,1,Male,2,Laboratory Technician,3,5094,No,3,1
30,No,Research & Development,Medical,3,Female,2,Manufacturing Director,4,6877,Yes,2,0
45,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,3,2274,No,3,1
42,No,Research & Development,Life Sciences,2,Male,2,Manufacturing Director,2,4434,No,2,9
38,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,1,6288,No,2,4
34,No,Research & Development,Life Sciences,3,Female,1,Research Scientist,4,2553,No,3,5
49,Yes,Sales,Marketing,3,Female,3,Sales Executive,4,7654,No,4,9
55,Yes,Sales,Medical,3,Male,2,Sales Executive,4,5160,No,2,9
43,No,Research & Development,Life Sciences,2,Male,4,Research Director,1,17159,No,3,4
27,No,Research & Development,Technical Degree,3,Male,3,Research Director,4,12808,Yes,3,9
35,No,Research & Development,Other,3,Male,3,Manufacturing Director,3,10221,No,4,8
28,No,Sales,Marketing,2,Female,2,Sales Executive,2,4779,Yes,3,8
34,No,Human Resources,Human Resources,3,Male,1,Human Resources,4,3737,No,1,3
26,Yes,Research & Development,Medical,3,Female,1,Research Scientist,3,2366,Yes,3,8
27,No,Research & Development,Medical,4,Male,1,Research Scientist,4,1706,No,2,0
51,No,Sales,Marketing,1,Female,4,Manager,3,16307,No,2,20
44,No,Research & Development,Medical,4,Male,2,Healthcare Representative,2,5933,No,2,5
25,No,Research & Development,Medical,1,Male,1,Research Scientist,1,3424,No,2,4
33,No,Sales,Medical,1,Male,2,Sales Executive,1,4037,No,3,9
35,No,Research & Development,Medical,3,Female,1,Research Scientist,1,2559,No,2,6
36,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,6201,Yes,2,18
32,No,Sales,Life Sciences,2,Male,2,Sales Executive,4,4403,No,2,5
30,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,3761,No,2,5
53,No,Sales,Marketing,1,Female,3,Sales Executive,4,10934,Yes,3,5
45,No,Sales,Marketing,4,Male,3,Sales Executive,1,10761,Yes,3,5
32,No,Research & Development,Medical,3,Female,2,Research Scientist,3,5175,No,2,5
52,No,Research & Development,Medical,3,Female,4,Manufacturing Director,4,13826,No,3,9
37,No,Sales,Marketing,4,Male,2,Sales Executive,3,6334,No,3,1
28,No,Human Resources,Medical,2,Male,1,Human Resources,4,4936,No,3,5
22,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,4,4775,No,1,2
44,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,2818,Yes,2,3
42,No,Research & Development,Medical,2,Male,1,Research Scientist,4,2515,Yes,3,2
36,No,Human Resources,Life Sciences,1,Male,1,Human Resources,1,2342,No,3,5
25,No,Sales,Other,3,Male,2,Sales Executive,1,4194,Yes,3,5
35,No,Research & Development,Life Sciences,4,Female,3,Manufacturing Director,3,10685,Yes,3,17
35,Yes,Research & Development,Life Sciences,4,Female,1,Research Scientist,2,2022,Yes,2,10
32,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,4,2314,No,3,3
25,No,Sales,Marketing,3,Male,2,Sales Executive,1,4256,No,4,5
49,No,Research & Development,Technical Degree,3,Female,1,Research Scientist,1,3580,No,3,4
24,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,3162,No,2,5
32,No,Sales,Life Sciences,2,Male,2,Sales Executive,2,6524,No,3,10
38,No,Sales,Marketing,2,Male,1,Sales Representative,2,2899,No,3,2
42,No,Research & Development,Life Sciences,3,Female,2,Laboratory Technician,4,5231,Yes,2,5
31,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,4,2356,Yes,3,6
29,Yes,Sales,Medical,2,Female,1,Sales Representative,3,2800,Yes,3,3
53,No,Sales,Marketing,1,Male,4,Sales Executive,4,11836,No,3,2
35,No,Research & Development,Technical Degree,4,Male,3,Manufacturing Director,2,10903,No,3,13
37,No,Sales,Medical,3,Female,1,Sales Representative,4,2973,No,3,5
53,No,Research & Development,Life Sciences,4,Female,4,Research Director,4,14275,No,3,12
43,No,Research & Development,Life Sciences,4,Female,2,Healthcare Representative,4,5562,No,2,5
47,No,Sales,Marketing,3,Female,2,Sales Executive,4,4537,Yes,3,7
37,No,Sales,Medical,1,Male,3,Sales Executive,2,7642,Yes,3,10
50,No,Research & Development,Life Sciences,1,Male,4,Manager,1,17924,No,3,31
39,No,Human Resources,Life Sciences,4,Female,2,Human Resources,4,5204,No,3,5
33,No,Human Resources,Human Resources,4,Male,1,Human Resources,2,2277,Yes,4,4
32,Yes,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,2795,Yes,1,1
29,No,Research & Development,Medical,1,Female,1,Laboratory Technician,4,2532,No,3,4
44,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,1,2559,Yes,3,8
28,No,Sales,Medical,1,Male,2,Sales Executive,4,4908,No,3,4
58,Yes,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,4,2380,Yes,2,1
43,No,Research & Development,Life Sciences,1,Female,2,Manufacturing Director,2,4765,No,4,1
20,Yes,Sales,Medical,3,Female,1,Sales Representative,3,2044,No,2,2
21,Yes,Research & Development,Other,4,Female,1,Research Scientist,4,2693,No,2,1
36,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,4,6586,Yes,2,16
47,No,Sales,Life Sciences,4,Female,1,Sales Representative,4,3294,Yes,2,3
22,Yes,Research & Development,Life Sciences,2,Female,2,Manufacturing Director,3,4171,Yes,4,3
41,Yes,Research & Development,Life Sciences,2,Female,1,Laboratory Technician,4,2778,Yes,2,7
28,No,Research & Development,Medical,3,Female,1,Research Scientist,3,2377,No,3,2
39,Yes,Research & Development,Medical,4,Male,1,Laboratory Technician,1,2404,Yes,1,2
27,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,3,2318,No,3,1
34,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,2,2008,No,3,1
